fips,state,county,seat,lat,lon,origin,x,y,wx,wy,gc_km,road_km,hours,time_km,stretch,speed_kmh,detour,drift_km
01079,AL,Lawrence County,Moulton,34.482307,-87.285621,capitol,-943113.8959777972,-437558.4553636462,-1068550.3789875074,-495754.8131800824,1039.6736135185115,1196.9798999999998,11.779527780117354,1177.9527780117353,1.1330024756762394,101.61527035238036,1.1513035287575735,138.27916449322362
01081,AL,Lee County,Opelika,32.647183333333,-85.389402777778,capitol,-786862.1783000806,-658088.3030685266,-908191.8649652507,-759561.788275065,1025.7837502489308,1189.571,11.839537887082736,1183.9537887082736,1.1541943303556514,100.47444514687139,1.1596703493414886,158.17003845934266
01083,AL,Limestone County,Athens,34.791666666667,-86.966666666667,capitol,-910430.4446954834,-406467.50726704474,-1045222.1444503445,-466646.12554465706,997.0453495665585,1160.266,11.44660621204039,1144.660621204039,1.1480527156579716,101.36331926746516,1.1637043395311937,147.61527163748062
01085,AL,Lowndes County,Hayneville,32.182365,-86.580468,capitol,-903267.0232893529,-699017.4390747674,-1038819.8161310775,-803918.6074652593,1142.1544096542527,1321.5301000000002,13.1355690315094,1313.55690315094,1.1500694582517728,100.6069928778825,1.1570502979540631,171.40249349668701
01087,AL,Macon County,Tuskegee,32.431506,-85.706781,capitol,-818657.4794819725,-679303.6317626843,-943671.2438912875,-783037.2521252676,1063.7920345808895,1230.2899,12.262392730471564,1226.2392730471565,1.1527058233052738,100.33032924665493,1.1565135477675454,162.44723846626715
01089,AL,Madison County,Huntsville,34.713611111111,-86.586111111111,capitol,-876611.4889951424,-418734.22308134235,-996811.777500789,-476150.7354741477,971.4865167452485,1128.0498,11.046959955828818,1104.6959955828818,1.1371192255801164,102.11404807390433,1.1611584726664888,133.20947883763324
01091,AL,Marengo County,Linden,32.301111111111,-87.792777777778,capitol,-1015829.2650724052,-673696.9588809004,-1144824.5205283542,-759246.4840804362,1218.9243980587626,1403.66,13.73709724210861,1373.7097242108612,1.126985173484596,102.18024778170252,1.15155624272961,154.78532615209863
01093,AL,Marion County,Hamilton,34.135305,-87.98898,capitol,-1011720.5322509797,-468646.558523598,-1150741.7220612098,-533043.5931685942,1114.992391092521,1286.756,12.682042355671598,1268.2042355671597,1.1374106636947672,101.46283728697244,1.154049130989295,153.2118444746387
01095,AL,Marshall County,Guntersville,34.348197,-86.294523,capitol,-853877.4994056857,-461876.85372395354,-956345.0599598706,-517303.2989815887,970.7919509334866,1104.099,10.8728955519994,1087.28955519994,1.1200026474822258,101.54599524291106,1.1373178351327788,116.49760426645342
01097,AL,Mobile County,Mobile,30.727669444444,-88.052672222222,capitol,-1059110.4078815412,-844997.9136287996,-1193971.1739653288,-952594.8790850469,1354.8934755618352,1551.512,15.274174831784535,1527.4174831784535,1.1273340013280952,101.5774676594252,1.14511733061275,172.5240076166183
01099,AL,Monroe County,Monroeville,31.518075,-87.327543,capitol,-981013.3969354534,-765205.8693313422,-1132785.0194123825,-883590.1204333974,1244.1572679633282,1453.2878999999998,14.36639621175964,1436.639621175964,1.154709021253983,101.15883472644366,1.1680901903816518,192.48235321263596
01101,AL,Montgomery County,Montgomery,32.3675,-86.3,capitol,-874986.2346879052,-681130.2891718397,-1002031.2487515125,-780028.0817729437,1108.845968437741,1283.9479,12.69846617442002,1269.8466174420018,1.1451965859884898,101.11047132498598,1.1579136656906106,161.00064900426074
01103,AL,Morgan County,Decatur,34.580992,-86.983392,capitol,-914356.95673224,-429624.57451404183,-1033673.7269757086,-485687.38047927414,1010.2603225659291,1166.605,11.42091767502363,1142.091767502363,1.1304925492882856,102.14634525833638,1.1547568225157807,131.8314449364337
01105,AL,Perry County,Marion,32.632838,-87.317284,capitol,-967430.8169580136,-641930.7924003807,-1079875.1807359478,-716542.328724904,1161.0329572548017,1318.3971000000001,12.959796737696173,1295.9796737696174,1.1162298758804314,101.72976680762108,1.135538049770161,134.94671651481582
01107,AL,Pickens County,Carrollton,33.260858,-88.094452,capitol,-1032315.1362063332,-564253.6384886658,-1150555.857812841,-628882.892719287,1176.4593953844724,1343.732,13.112103091046913,1311.2103091046913,1.114539366380921,102.48028029290853,1.1421830666419746,134.75091372021913
01109,AL,Pike County,Troy,31.80196,-85.967317,capitol,-849302.7676680824,-746745.9461625735,-1001383.7502297837,-880462.5211458242,1130.904372296306,1342.2183,13.334105393189027,1333.4105393189027,1.1790656858204616,100.66054380263083,1.1868539311370954,202.50616702259663
01111,AL,Randolph County,Wedowee,33.308603,-85.485447,capitol,-789618.8093918902,-584038.5081982248,-954391.3080651653,-705911.8516047046,982.1399305617678,1187.714,11.87086480062139,1187.0864800621391,1.2086734722038492,100.05286219230027,1.2093124034990077,204.94654950037145
01113,AL,Russell County,Phenix City,32.472777777778,-85.02,capitol,-753801.5171198688,-680387.5063869336,-886082.1873132905,-799785.1373176533,1015.4525523428682,1199.7905,11.936489888355466,1193.6489888355466,1.1754847492199816,100.51451567604013,1.1815328025241794,178.19643649267843
01115,AL,St. Clair County,Pell City,33.570907,-86.273845,capitol,-860122.5696203586,-548127.800413356,-962128.4183744721,-613132.7700324747,1019.9288800481692,1167.456,11.408868862124146,1140.8868862124145,1.1185945496106873,102.32881226953103,1.1446445167283266,120.95800616424526
01117,AL,Shelby County,Columbiana,33.183545,-86.609365,capitol,-895336.3805697282,-587906.7963127448,-1012905.5822227879,-665106.5328463084,1071.1029994927735,1236.8283000000001,12.11752622663934,1211.752622663934,1.1313128832967192,102.069372648102,1.1547239626681156,140.6496231711605
01119,AL,Sumter County,Livingston,32.587332,-88.188161,capitol,-1049381.7257829693,-637744.5766152397,-1138032.4352952533,-691620.5950511134,1227.974002741668,1377.9466,13.317120076363738,1331.7120076363738,1.0844789911375097,103.47181613580905,1.1221301077412809,103.73800489470561
01121,AL,Talladega County,Talladega,33.434728,-86.101299,capitol,-845541.2166985535,-564760.2779782523,-965746.0250135674,-645048.3817603206,1016.8058421931607,1177.7561,11.613581702649334,1161.3581702649335,1.142163156497986,101.41196145641494,1.1582900600371098,144.5523280717727
01123,AL,Tallapoosa County,Dadeville,32.831388888889,-85.763611111111,capitol,-820117.8374948016,-634532.1529956778,-972294.0445609705,-752272.1799646977,1036.9302390047656,1235.2798,12.293368707712176,1229.3368707712175,1.1855540754131366,100.48342560693345,1.1912853473977267,192.406631766452
01125,AL,Tuscaloosa County,Tuscaloosa,33.206666666667,-87.534722222222,capitol,-981039.7763152856,-576195.0474625252,-1075144.2703415367,-631465.5316069587,1137.7344925038915,1286.1563999999998,12.468696482214547,1246.8696482214548,1.0959232197288684,103.1508307090949,1.130453905084187,109.1351557175634
01127,AL,Walker County,Jasper,33.842347,-87.277174,capitol,-949795.6878960179,-508471.65701295895,-1080018.008756262,-578185.975694021,1077.3371221355803,1263.0364,12.250460896338097,1225.0460896338097,1.1371056138912483,103.10113314818598,1.1723687730135135,147.70896749822958
01129,AL,Washington County,Chatom,31.461666666667,-88.248055555556,capitol,-1068856.4809981333,-761624.3185699215,-1226830.5074102934,-874190.2826229741,1312.4502960526963,1520.3383000000001,15.064268134048309,1506.426813404831,1.1477972293012049,100.92347576871168,1.1583968585877455,193.97651735213466
01131,AL,Wilcox County,Camden,31.998851,-87.295743,capitol,-972601.4241452228,-712318.0993101201,-1136361.2347804697,-832253.2280886967,1205.5499180266645,1400.9883,14.085319632780259,1408.5319632780258,1.1683729907954519,99.46443080635034,1.1621155449898282,202.98204525136128
01133,AL,Winston County,Double Springs,34.151642,-87.40439,capitol,-957879.5911640965,-472953.73607857845,-1109877.469909321,-548002.7978726692,1068.2783100107306,1239.8361,12.377944355540583,1237.7944355540583,1.1586816131665398,100.16494374084238,1.1605927859637495,169.5161255433277
04001,AZ,Apache County,St. Johns,34.501944444444,-109.37166666667,capitol,-2916985.1822115174,27580.76557011399,-3153711.8427039757,29819.07057318857,2917.115570537272,3410.787,31.538528126374498,3153.85281263745,1.081154563943648,108.14667654536755,1.1692327292236158,236.73724210017832
04003,AZ,Cochise County,Bisbee,31.418333333333,-109.89777777778,capitol,-3077078.956656694,-289647.73237797536,-3342002.4626640948,-314585.17917395884,3090.681270265692,3617.0168,33.567758780426175,3356.7758780426175,1.0860957777616618,107.75270472061223,1.17029757639456,266.09460777692556
04005,AZ,Coconino County,Flagstaff,35.199166666667,-111.63111111111,capitol,-3083303.7875387627,177615.34918397342,-3266207.556660921,188151.61776412174,3088.415363664127,3555.3075,32.716223551101,3271.6223551101,1.0593207097728636,108.67108468209354,1.151175305572223,183.20699144597285
04007,AZ,Gila County,Globe,33.399722222222,-110.78166666667,capitol,-3081278.926673203,-45341.46859044144,-3370619.2093319693,-49599.15302937874,3081.612511775986,3625.9115,33.709841189627255,3370.9841189627255,1.0939026584559035,107.56240231460116,1.1766279784184563,289.37160718673914
04009,AZ,Graham County,Safford,32.823055555556,-109.71444444444,capitol,-3009318.231463549,-143185.4377987416,-3280257.2698602877,-156076.90418604345,3012.722736631521,3546.495,32.83968294075259,3283.9682940752587,1.0900333622293479,107.99419124716813,1.177172713863899,271.24555744373816
04011,AZ,Greenlee County,Clifton,33.0509,-109.29618,capitol,-2964039.66876647,-132038.86427124715,-3267656.477725908,-145564.06066153303,2966.9791741263175,3526.6773,32.70897086760811,3270.897086760811,1.102433449915936,107.81987957598781,1.1886424181047701,303.91791263449363
04012,AZ,La Paz County,Parker,34.15,-114.28888888889,capitol,-3352806.071761046,159630.00661949127,-3624951.808214195,172587.10129829697,3356.6039822789753,3947.0638,36.29057993393039,3629.057993393039,1.0811695429524815,108.762764529691,1.1759098841681437,272.45401111406375
04013,AZ,Maricopa County,Phoenix,33.448333333333,-112.07388888889,capitol,-3191777.50072353,4262.626919091954,-3469025.6082916083,4632.892467464011,3191.780347096773,3708.588,34.69028701910029,3469.0287019100288,1.0868632313828988,106.90565915347057,1.161918301606598,277.2483548132558
04015,AZ,Mohave County,Kingman,35.208333333333,-114.025,capitol,-3284758.748913566,263342.7697735149,-3460879.159620174,277462.53938657016,3295.2980825649447,3786.886,34.71983585539552,3471.983585539552,1.0536174569182166,109.06981288079768,1.149178588740118,176.6855029746076
04017,AZ,Navajo County,Holbrook,34.907222222222,-110.16277777778,capitol,-2969681.9580959515,97005.91257046672,-3139362.169162805,102548.5881673657,2971.2659051848987,3409.8615,31.410366190329135,3141.0366190329137,1.0571375027565735,108.55847650225276,1.1476123675264964,169.77071384801468
04019,AZ,Pima County,Tucson,32.221666666667,-110.92638888889,capitol,-3139024.1158930436,-167970.1994800796,-3368878.326959632,-180269.77293308798,3143.51497341296,3671.7353,33.736980263342595,3373.6980263342593,1.0732247356440572,108.83414198127201,1.1680349325689845,230.1830529212993
04021,AZ,Pinal County,Florence,33.038611111111,-111.38694444444,capitol,-3148136.374820093,-63805.134349148066,-3477544.1554925777,-70481.4358809277,3148.7828965545896,3713.158,34.78258326548565,3478.258326548565,1.1046358039973123,106.75337054923472,1.179235953060769,329.47542999397535
04023,AZ,Santa Cruz County,Nogales,31.353888888889,-110.93916666667,capitol,-3172897.785193442,-261635.71180059842,-3426749.7782148966,-282568.23197067995,3183.6666912500204,3715.0652999999998,34.383802652142585,3438.3802652142585,1.080006357029865,108.04695855152892,1.1669140209339355,254.71357396423838
04025,AZ,Yavapai County,Prescott,34.5400242,-112.4685025,capitol,-3181413.017339986,135729.1782982088,-3414772.2866882468,145685.0254970087,3184.307019861907,3704.8285,34.17878566682576,3417.878566682576,1.0733508249561936,108.3955567091999,1.1634646021540556,233.57154682066917
04027,AZ,Yuma County,Yuma,32.692222222222,-114.61527777778,capitol,-3443239.9072824507,15235.419752575872,-3712411.1354208123,16426.430764422832,3443.273613455297,4054.2533,37.124474765340594,3712.447476534059,1.0781738233136369,109.20702112626387,1.1774415150039703,269.1738630787623
05001,AR,Arkansas County,DeWitt,34.291388888889,-91.336944444444,capitol,-1315632.7103002025,-409915.4273581145,-1511743.3203068525,-471018.16817701166,1378.0130935510165,1642.4588,15.83422237195504,1583.422237195504,1.1490618228562448,103.72841566940852,1.1919036239108083,205.40914364448744
05003,AR,Ashley County,Hamburg,33.2275,-91.798333333333,capitol,-1375431.7479046604,-520804.142783999,-1590979.0890690486,-602420.6594999346,1470.7309231416348,1729.0446000000002,17.012128358460373,1701.2128358460373,1.1567124951803345,101.63599542441271,1.175636258675095,230.48191270440242
05005,AR,Baxter County,Mountain Home,36.336111111111,-92.382222222222,capitol,-1374446.1351826573,-169113.98206099388,-1640092.5375805004,-201799.52700867286,1384.811076445834,1661.2523,16.524607653218787,1652.4607653218786,1.1932752369102773,100.53202683310964,1.1996237813634927,267.64968887604465
05007,AR,Benton County,Bentonville,36.366666666667,-94.213333333333,capitol,-1535773.4381934423,-136839.97045734795,-1839363.1802778004,-163890.32196417273,1541.857720730183,1883.306,18.46650196056412,1846.650196056412,1.197678729514606,101.984989037007,1.221452520994036,304.7924753262289
05009,AR,Boone County,Harrison,36.237222222222,-93.113611111111,capitol,-1441068.9517230655,-168861.045497437,-1725625.2583071084,-202204.67931538683,1450.9285910432334,1742.1843000000001,17.374318013794134,1737.4318013794134,1.1974619647753864,100.27353583702184,1.2007374523837528,286.50321033618
05011,AR,Bradley County,Warren,33.6125,-92.066666666667,capitol,-1393673.942418353,-474356.7210954511,-1574505.8859337103,-535905.4414843938,1472.1893073325664,1727.9235,16.632087743432812,1663.2087743432812,1.1297519728334529,103.89095624403927,1.1737101277625728,191.01946701071498
05013,AR,Calhoun County,Hampton,33.536944444444,-92.465555555556,capitol,-1431594.1254373922,-476714.0016130824,-1611363.3273299064,-536576.2866547924,1508.879710023569,1758.937,16.983538748046453,1698.3538748046453,1.1255727434880258,103.5671673668318,1.165723807083684,189.47416478107635
05015,AR,Carroll County,Eureka Springs,36.4031,-93.7383,capitol,-1493116.3192620033,-140638.31495845565,-1806159.0933224696,-170124.1679263912,1499.7251343099063,1811.1489,18.141534948576133,1814.1534948576134,1.2096573254354308,99.83438033958372,1.2076538950808438,314.4283605477071
05017,AR,Chicot County,Lake Village,33.331666666667,-91.283611111111,capitol,-1326250.9223208805,-516660.99154119357,-1539880.0016156645,-599883.4120295624,1423.334145286101,1679.0428,16.526011398410958,1652.6011398410958,1.1610774218508686,101.60000253669476,1.1796546900534728,229.2669945549947
05019,AR,Clark County,Arkadelphia,34.121666666667,-93.066111111111,capitol,-1476089.5642898767,-402901.66226718045,-1599928.0839023897,-436703.63920114236,1530.0882821795399,1741.5198,16.584570968677767,1658.4570968677767,1.0838963451869466,105.00843243332002,1.13818256128286,128.36881468823674
05021,AR,Clay County,Piggott,36.3839,-90.1928,capitol,-1179374.4248075613,-194110.71913015257,-1395742.844899225,-229722.33554103147,1195.2418187008816,1451.0434,14.145212760979625,1414.5212760979625,1.1834603290867263,102.58194235174645,1.2140165925395343,219.27945739708096
05023,AR,Cleburne County,Heber Springs,35.494444444444,-92.039166666667,capitol,-1358810.1726248271,-267039.5583856376,-1568755.6600179272,-308299.0009244081,1384.8015059825393,1629.3686,15.98762832570632,1598.7628325706319,1.1545068557939526,101.91434068930396,1.17660805029522,213.96132658809265
05025,AR,Cleveland County,Rison,33.957222222222,-92.189722222222,capitol,-1399056.246490955,-434476.0201183202,-1559221.2478472698,-484215.1585740284,1464.9668231407886,1697.9103,16.326773164135247,1632.6773164135247,1.1144807449722147,103.99546088689291,1.1590093872295322,167.71049327273607
05027,AR,Columbia County,Magnolia,33.27389,-93.23333,capitol,-1506841.8781113138,-493772.54442783154,-1680023.5304621526,-550521.9262784817,1585.6808541635248,1853.9743,17.679234865287253,1767.9234865287253,1.11493020924525,104.86733810184475,1.1691976321288213,182.24263236520068
05029,AR,Conway County,Morrilton,35.156388888889,-92.741944444444,capitol,-1427920.153000389,-293803.94088636327,-1589605.1272526009,-327071.68524699425,1457.8328844641321,1703.1589,16.229049103006822,1622.9049103006823,1.1132311032325404,104.94508268413882,1.16828130175294,165.0720258365502
05031,AR,Craighead County,Lake City,35.8178,-90.44,capitol,-1210230.672311737,-253462.0034094869,-1423338.859966524,-298093.8487442032,1236.4874715808767,1497.9763,14.54219190132607,1454.219190132607,1.1760888998522205,103.00897623716565,1.2114771353767169,217.73171855173038
05033,AR,Crawford County,Van Buren,35.444444444444,-94.346666666667,capitol,-1566216.9659746408,-236178.94716272663,-1746481.9588477896,-263362.1517582552,1583.9242657367502,1865.1943,17.662272944215164,1766.2272944215165,1.1150957988511967,105.60329952385307,1.1775779564387312,182.30302868476636
05035,AR,Crittenden County,Marion,35.206111111111,-90.201666666667,capitol,-1198253.1652197333,-324129.8763016717,-1332596.5210677797,-360470.0225886992,1241.3181802706536,1432.1675,13.804898134890554,1380.4898134890555,1.1121160033183897,103.74343120869065,1.1537473008634533,139.17163321840195
05037,AR,Cross County,Wynne,35.2275,-90.7894,capitol,-1250924.7335328858,-314044.2885962237,-1398208.6678511428,-351019.87724255206,1289.7428054322418,1492.6818,14.41597181279654,1441.597181279654,1.1177400449204444,103.543612555832,1.1573484214938077,151.85437584741226
05039,AR,Dallas County,Fordyce,33.814722222222,-92.414444444444,capitol,-1422073.4606887898,-446830.79423657333,-1583919.1227708196,-497684.44401696505,1490.620906291562,1724.8135,16.602679281656794,1660.2679281656795,1.1138096354063445,103.8876599818219,1.1571107668757132,169.64702187411748
